"gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","playNullifiedByPenalty","absoluteYardlineNumber","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","expectedPoints","offenseFormation","receiverAlignment","playClockAtSnap","passResult","passLength","targetX","targetY","playAction","dropbackType","dropbackDistance","passLocationType","timeToThrow","timeInTackleBox","timeToSack","passTippedAtLine","unblockedPressure","qbSpike","qbKneel","qbSneak","rushLocationType","penaltyYards","prePenaltyYardsGained","yardsGained","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPointsAdded","isDropback","pff_runConceptPrimary","pff_runConceptSecondary","pff_runPassOption","pff_passCoverage","pff_manZone"
2022100912,445,"(8:51) (Shotgun) C.Rush pass incomplete short right to D.Schultz.",1,3,5,"DAL","LA","LA",15,"08:51",0,6,"N",95,0.411200519651175,0.588799480348825,3.96361408953089,"SHOTGUN","2x2",16,"I",5,100.04,3.51,FALSE,"TRADITIONAL",2.26999998092651,"INSIDE_BOX",2.13,2.13000011444092,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,0.0340060908347368,-0.0340060908347368,-1.28844903939171,TRUE,NA,NA,0,"Cover-3 Seam","Zone"
2022102306,3240,"(12:55) (Shotgun) A.Dillon left tackle to WAS 46 for no gain (J.Smith-Williams; M.Sweat).",4,2,10,"GB","WAS","WAS",46,"12:55",20,14,"N",64,0.63074554875493,0.36925445124507,2.41608554113191,"SHOTGUN","3x1",4,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_LEFT",NA,0,0,0.0533081218600273,-0.0533081218600273,-0.962011527619325,FALSE,"PULL LEAD",NA,0,"Cover-6 Right","Zone"
2022091112,1674,"(:35) (Shotgun) A.Rodgers pass deep left intended for R.Cobb INTERCEPTED by H.Smith [Z.Smith] at MIN 30. H.Smith to MIN 30 for no gain (R.Cobb).",2,1,10,"GB","MIN","GB",25,"00:35",17,0,"N",35,0.914142984896898,0.0858570151031017,0.602452582679689,"EMPTY","4x1",3,"IN",45,75.33,43.82,FALSE,"SCRAMBLE",2.63000011444092,"OUTSIDE_LEFT",4.506,3.5,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,0.00326242297887802,-0.00326242297887802,-1.07162690255791,TRUE,NA,NA,0,"Cover-2","Zone"
2022110603,2325,"(7:36) (No Huddle, Shotgun) A.Rodgers pass short left to A.Lazard to DET 41 for 12 yards (K.Joseph).",3,2,9,"GB","DET","GB",47,"07:36",8,0,"N",63,0.657711211591959,0.342288788408041,2.30350614734925,"SHOTGUN","2x2",7,"C",12,51.28,2.65,FALSE,"TRADITIONAL",4.76000022888184,"INSIDE_BOX",2.97,2.97000002861023,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,12,12,-0.044392254203558,0.044392254203558,1.28669833904132,TRUE,NA,NA,0,"Quarters","Zone"
2022092511,1310,"(9:41) (Shotgun) M.Mariota scrambles left end pushed ob at SEA 36 for 2 yards (J.Brooks).",2,2,7,"ATL","SEA","SEA",38,"09:41",10,10,"N",72,0.47927326336503,0.52072673663497,2.93209566548467,"PISTOL","2x1",3,"R",NA,NA,NA,TRUE,"SCRAMBLE_ROLLOUT_LEFT",0.980000019073486,NA,NA,NA,NA,NA,FALSE,NA,"0",FALSE,"OUTSIDE_LEFT",NA,2,2,0.000543221831321716,-0.000543221831321716,-0.26622841891367,TRUE,"OUTSIDE ZONE",NA,0,"Cover-3 Seam","Zone"
2022100212,2463,"(3:18) J.Herron reported in as eligible.  J.Jacobs left guard to DEN 3 for -2 yards (D.Jones).",3,1,1,"LV","DEN","DEN",1,"03:18",19,16,"N",11,0.824413999915123,0.175586000084877,6.44238612038316,"JUMBO","1x1",6,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"OUTSIDE_LEFT",NA,-2,-2,-0.0170389637351036,0.0170389637351036,-0.822176033456344,FALSE,"MAN","LEAD",0,"Goal Line","Other"
2022100913,2604,"(6:08) (Shotgun) J.Burrow pass short right to S.Perine to BLT 13 for 7 yards (M.Harrison). Penalty on BLT-M.Peters, Illegal Use of Hands, declined.",3,3,6,"CIN","BAL","BAL",20,"06:08",13,10,"N",30,0.541284341365099,0.458715658634901,3.80414963269141,"SHOTGUN","3x1",8,"C",2,28.13,40.11,FALSE,"TRADITIONAL",3.21000003814697,"INSIDE_BOX",3.57,3.5699999332428,NA,FALSE,FALSE,FALSE,"0",NA,NA,0,7,7,-0.0411983020603657,0.0411983020603657,1.30458728491794,TRUE,NA,NA,0,"Cover 6-Left","Zone"
2022102308,3304,"(2:57) (No Huddle, Shotgun) D.Mills pass incomplete short left to D.Ogunbowale.",4,2,1,"HOU","LV","HOU",29,"02:57",38,20,"N",39,0.998001834726892,0.00199816527310759,1.67521199630573,"EMPTY","3x2",27,"I",11,42.66,48.29,FALSE,"TRADITIONAL",2.16000008583069,"INSIDE_BOX",2.77,2.76999998092651,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,7.07537401467562e-06,-7.07537401467562e-06,-0.373241645051166,TRUE,NA,NA,0,"Quarters","Zone"
2022110607,3178,"(9:59) (Shotgun) T.Heinicke pass short left to B.Robinson to WAS 26 for -2 yards (A.Evans, J.Hicks).",4,2,7,"WAS","MIN","WAS",28,"09:59",17,10,"N",82,0.835948351770639,0.164051648229361,0.738698264351115,"EMPTY","3x2",7,"C",-3,84.68,9.06,FALSE,"TRADITIONAL",0.620000004768372,"INSIDE_BOX",2.068,2.06800007820129,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,-2,-2,-0.0163068696856499,0.0163068696856499,-0.708830144489184,TRUE,NA,NA,0,"Quarters","Zone"
2022100207,681,"(4:32) R.Tannehill pass deep left to C.Okonkwo pushed ob at IND 19 for 23 yards (Z.Franklin).",1,1,10,"TEN","IND","IND",42,"04:32",0,7,"N",52,0.346739573404193,0.653260426595807,3.38051165826619,"I_FORM","2x1",11,"C",17,35.92,4.41,TRUE,"TRADITIONAL",6.28999996185303,"INSIDE_BOX",2.936,2.93600010871887,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,23,23,-0.0517183132469654,0.0517183132469654,1.43824456690345,TRUE,"OUTSIDE ZONE",NA,0,"Cover-3","Zone"
2022092505,3437,"(5:45) (Shotgun) M.Jones pass short middle to N.Agholor to BLT 39 for 28 yards (K.Hamilton). FUMBLES (K.Hamilton), touched at BLT 38, RECOVERED by BLT-M.Peters at BLT 27. M.Peters ran ob at BLT 27 for no gain.",4,3,6,"NE","BAL","NE",33,"05:45",26,31,"N",77,0.221304200589657,0.778695799410343,0.498188813915476,"SHOTGUN","2x2",3,"C",15,61.76,28.98,FALSE,"TRADITIONAL",4.57000017166138,"INSIDE_BOX",2.689,2.68899989128113,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,28,40,-0.063982717692852,0.063982717692852,-1.60409892722964,TRUE,NA,NA,0,"Cover-1","Man"
2022100202,3292,"(11:13) (Shotgun) L.Jackson scrambles left end to BLT 34 for 5 yards (M.Milano).",4,2,13,"BAL","BUF","BAL",29,"11:13",20,20,"N",39,0.432152882218361,0.567847117781639,0.161859001265839,"SHOTGUN","2x2",8,"R",NA,NA,NA,FALSE,"SCRAMBLE",2.82999992370605,NA,NA,NA,NA,NA,FALSE,NA,"0",FALSE,"INSIDE_LEFT",NA,5,5,-0.00529376417398453,0.00529376417398453,-0.0476593540515751,TRUE,NA,NA,0,"Cover 6-Left","Zone"
2022091111,923,"(11:59) J.Herbert pass deep right to K.Allen to LV 11 for 42 yards (T.Moehrig).",2,1,10,"LAC","LV","LAC",47,"11:59",3,3,"N",63,0.629273071885109,0.370726928114891,2.44700604118407,"SINGLEBACK","2x2",11,"C",28,36.73,38.69,TRUE,"TRADITIONAL",6.69000005722046,"INSIDE_BOX",3.537,3.53699994087219,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,42,42,0.0480066798627377,-0.0480066798627377,2.48353039263748,TRUE,"INSIDE ZONE",NA,0,"Cover-3","Zone"
2022092506,1412,"(8:41) J.Burrow pass incomplete short right to J.Mixon [L.Joyner].",2,1,4,"CIN","NYJ","NYJ",4,"08:41",6,14,"N",106,0.0869949534535408,0.913005046546459,5.85303642082727,"SINGLEBACK","3x1",8,"I",4,112.1,1.73,TRUE,"DESIGNED_ROLLOUT_RIGHT",5.94000005722046,"OUTSIDE_RIGHT",4.004,2,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,0.000297732651233673,-0.000297732651233673,-0.402760454744566,TRUE,"OUTSIDE ZONE",NA,0,"Cover-0","Man"
2022110300,1182,"(9:28) M.Sanders left tackle pushed ob at HST 41 for 25 yards (J.Owens).",2,1,10,"PHI","HOU","PHI",34,"09:28",7,7,"N",44,0.149477835744619,0.850522164255381,1.70328840939328,"SINGLEBACK","2x2",9,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_LEFT",NA,25,25,-0.0204340647906065,0.0204340647906065,1.63771454582456,FALSE,"TRAP","LEAD",0,"Cover-1","Man"
2022103011,1982,"(:10) G.Smith kneels to SEA 24 for -1 yards.",2,1,10,"SEA","NYG","SEA",25,"00:10",10,7,"N",35,0.690007530152798,0.309992469847202,0.129791758663487,NA,NA,15,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,"UNKNOWN",NA,-1,-1,0,0,0,FALSE,"UNDEFINED",NA,0,NA,NA
2022091109,3544,"(11:04) (Shotgun) C.Wentz pass short right to C.Samuel to WAS 24 for -1 yards (D.Williams).",4,2,7,"WAS","JAX","WAS",25,"11:04",14,22,"N",85,0.186781570315361,0.813218429684639,0.617924463469535,"SHOTGUN","3x1",16,"C",-4,88.92,36.31,TRUE,"TRADITIONAL",0.870000004768372,"INSIDE_BOX",1.468,1.46800005435944,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,-1,-1,-0.0287167578935623,0.0287167578935623,-1.00914603518322,TRUE,"OUTSIDE ZONE",NA,1,"Cover-6 Right","Zone"
2022101601,2344,"(10:13) (No Huddle) K.Hunt right tackle to CLV 37 for 1 yard (M.Judon, M.Wilson).",3,1,10,"CLE","NE","CLE",36,"10:13",6,17,"N",74,0.229286424815655,0.770713575184345,2.06933726044372,"SINGLEBACK","2x2",18,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"OUTSIDE_RIGHT",NA,1,1,4.80189919471741e-05,-4.80189919471741e-05,-0.467615284956992,FALSE,"OUTSIDE ZONE",NA,0,"Cover-3","Zone"
2022100900,3560,"(2:03) (Shotgun) A.Rodgers pass short right to R.Tonyan pushed ob at NYG 15 for 4 yards (N.McCloud).",4,2,2,"GB","NYG","NYG",19,"02:03",20,27,"N",29,0.287366561591625,0.712633438408375,4.45540997275384,"SHOTGUN","2x2",8,"C",-1,30.57,42.07,TRUE,"TRADITIONAL",0.0599999986588955,"INSIDE_BOX",1.435,1.43499994277954,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,4,4,0.031747238089641,-0.031747238089641,0.420201417757198,TRUE,"INSIDE ZONE",NA,1,"Quarters","Zone"
2022091109,2502,"(8:54) C.Van Lanen reported in as eligible.  T.Lawrence pass short right to J.Robinson for 3 yards, TOUCHDOWN.",3,2,3,"JAX","WAS","WAS",3,"08:54",14,3,"N",13,0.751982625573874,0.248017374426126,5.81853752105962,"SINGLEBACK","2x1",4,"C",3,10.1,44.41,TRUE,"DESIGNED_ROLLOUT_RIGHT",5.30999994277954,"OUTSIDE_RIGHT",2.97,1.60000002384186,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,3,3,-0.0279857590794563,0.0279857590794563,1.18146247894038,TRUE,"MAN",NA,0,"Red Zone","Other"
2022091803,1222,"(6:03) (Shotgun) M.Ryan pass incomplete short middle to D.Patmon.",2,3,6,"IND","JAX","IND",26,"06:03",14,0,"N",36,0.841071143746376,0.158928856253624,0.419211183441803,"SHOTGUN","3x1",6,"I",7,41.93,27.57,FALSE,"TRADITIONAL",3.66000008583069,"INSIDE_BOX",2.736,2.73600006103516,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,0.00980408489704132,-0.00980408489704132,-1.41877931891941,TRUE,NA,NA,0,"2-Man","Man"
2022092509,2694,"(8:21) T.Etienne up the middle to LAC 45 for -1 yards (K.Murray).",3,1,5,"JAX","LAC","LAC",44,"08:21",10,23,"N",54,0.108009045943618,0.891990954056382,3.48941968055442,"SINGLEBACK","3x1",19,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_LEFT",NA,-1,-1,-0.00184339284896851,0.00184339284896851,-0.587709693005309,FALSE,"MAN",NA,0,"Cover 6-Left","Zone"
2022102700,710,"(3:19) L.Fournette right end to BLT 30 for 1 yard (O.Oweh).",1,2,1,"TB","BAL","BAL",31,"03:19",7,3,"N",41,0.745433328673244,0.254566671326756,4.34541035501752,"SINGLEBACK","2x2",9,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_RIGHT",NA,1,1,-0.000939918681979179,0.000939918681979179,-0.176919748075306,FALSE,"PULL LEAD","PITCH",0,"Cover-1","Man"
2022101700,3813,"(1:27) (No Huddle, Shotgun) J.Herbert pass short left to A.Ekeler to LAC 30 for 5 yards (A.Singleton).",4,2,10,"LAC","DEN","LAC",25,"01:27",16,16,"N",85,0.609058201313019,0.390941798686981,1.0478759217076,"SHOTGUN","3x1",26,"C",-6,90.7,11.9,FALSE,"TRADITIONAL",5.32000017166138,"INSIDE_BOX",2.97,2.97000002861023,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,5,5,-0.03868368268013,0.03868368268013,-0.573664008756168,TRUE,NA,NA,0,"Cover 6-Left","Zone"
2022101608,1317,"(3:39) M.Stafford pass short left to Al.Robinson for 5 yards, TOUCHDOWN.",2,1,5,"LA","CAR","CAR",5,"03:39",0,3,"N",105,0.775682911276817,0.224317088723183,5.65586794202682,"SINGLEBACK","2x2",3,"C",5,112.34,46.03,FALSE,"TRADITIONAL",1.95000004768372,"INSIDE_BOX",1.36,1.36000001430511,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,5,5,0.0206036902964115,-0.0206036902964115,1.34413205797318,TRUE,"MAN",NA,1,"Cover-0","Man"
2022091806,346,"(9:31) (Shotgun) D.Harris up the middle to PIT 22 for 9 yards (D.Bush).",1,1,10,"NE","PIT","PIT",31,"09:31",0,0,"N",79,0.339810103178024,0.660189896821976,4.17169908282813,"SHOTGUN","2x2",7,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"OUTSIDE_RIGHT",NA,9,9,-0.0127535834908485,0.0127535834908485,0.77158219460398,FALSE,"MAN",NA,0,"Quarters","Zone"
2022092506,226,"(11:59) (Shotgun) J.Burrow pass short left to J.Mixon pushed ob at NYJ 26 for 7 yards (D.Reed).",1,2,15,"CIN","NYJ","NYJ",33,"11:59",0,0,"N",43,0.24096393212676,0.75903606787324,3.30761673813686,"SHOTGUN","3x1",11,"C",-4,47.47,13.5,FALSE,"TRADITIONAL",0.899999976158142,"INSIDE_BOX",1.702,1.70200002193451,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,7,7,0.00294463150203228,-0.00294463150203228,0.0877090367721394,TRUE,NA,NA,0,"Cover-6 Right","Zone"
2022101609,888,"(14:24) G.Smith pass short left to N.Fant to SEA 29 for 6 yards (B.Baker, M.Golden).",2,2,7,"SEA","ARI","SEA",23,"14:24",3,3,"N",87,0.434497233480215,0.565502766519785,0.385094677563757,"JUMBO","2x2",18,"C",-2,88.34,12.96,TRUE,"DESIGNED_ROLLOUT_LEFT",6.90999984741211,"OUTSIDE_LEFT",3.67,3.20000004768372,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,6,6,0.0245854929089546,-0.0245854929089546,0.683543086983263,TRUE,"OUTSIDE ZONE",NA,0,"Cover-3","Zone"
2022103007,2474,"(9:05) (No Huddle, Shotgun) D.Harris up the middle to NE 48 for 7 yards (S.Thomas).",3,2,4,"NE","NYJ","NE",41,"09:05",10,13,"N",51,0.296890132129192,0.703109867870808,2.14562570862472,"SHOTGUN","3x1",27,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_RIGHT",NA,7,7,-0.0132577791810036,0.0132577791810036,0.73122032196261,FALSE,"INSIDE ZONE",NA,1,"Cover 6-Left","Zone"
2022100913,893,"(:37) L.Jackson pass short right to D.Robinson ran ob at CIN 21 for 8 yards (E.Apple).",1,1,10,"BAL","CIN","CIN",29,"00:37",3,0,"N",81,0.71654350310564,0.28345649689436,4.12671459012199,"SINGLEBACK","3x1",5,"C",8,88.79,3.71,TRUE,"DESIGNED_ROLLOUT_RIGHT",6.09999990463257,"INSIDE_BOX",2.803,2.80299997329712,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,8,8,0.00603799894452095,-0.00603799894452095,0.506650239229202,TRUE,"OUTSIDE ZONE",NA,0,"Quarters","Zone"
2022102302,1437,"(4:49) T.Allgeier left guard for 1 yard, TOUCHDOWN.",2,3,1,"ATL","CIN","CIN",1,"04:49",21,0,"N",11,0.938740925863385,0.0612590741366148,5.7298895054264,"I_FORM","2x1",15,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"OUTSIDE_LEFT",NA,1,1,0.00808253325521946,-0.00808253325521946,1.2701104945736,FALSE,"MAN","LEAD",0,"Goal Line","Other"
2022092503,1755,"(2:00) 5-T. Bridgewater in at QB. (Shotgun) T.Bridgewater pass incomplete short middle to J.Waddle (C.Basham). MIA-G.Little was injured during the play.",2,1,10,"MIA","BUF","MIA",44,"02:00",14,14,"N",54,0.478396013379097,0.521603986620903,1.93785316124558,"SHOTGUN","3x1",7,"I",4,60.7,21.61,FALSE,"TRADITIONAL",1.16999995708466,"INSIDE_BOX",1.86,1.86000001430511,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,-0.00258930400013924,0.00258930400013924,-0.372914159088396,TRUE,NA,NA,0,"Quarters","Zone"
2022100904,3693,"(2:19) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 36 for 3 yards (J.Hicks; E.Kendricks) [H.Phillips].",4,2,2,"CHI","MIN","CHI",33,"02:19",29,22,"N",77,0.877653878182173,0.122346121817827,1.75306596024893,"SHOTGUN","2x2",15,"C",-3,80.04,26.58,FALSE,"TRADITIONAL",2.42000007629395,"INSIDE_BOX",2.337,2.33699989318848,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,3,3,-0.0108590461313725,0.0108590461313725,0.225700145121664,TRUE,NA,NA,0,"Cover 6-Left","Zone"
2022092511,2008,"(:17) (Shotgun) G.Smith pass incomplete short middle to D.Metcalf.",2,3,3,"SEA","ATL","ATL",13,"00:17",17,17,"N",23,0.633564986288548,0.366435013711452,4.06507762713591,"EMPTY","3x2",6,"I",13,0.3,30.15,FALSE,"TRADITIONAL",1.36000001430511,"INSIDE_BOX",5.305,5.30499982833862,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,-0.0199231989681721,0.0199231989681721,-1.34907479444519,TRUE,NA,NA,0,"Cover-1","Man"
2022103100,2098,"(14:01) J.Brissett right guard to CLV 37 for 3 yards (L.Wilson).",3,3,1,"CLE","CIN","CLE",34,"14:01",11,0,"N",44,0.83738961070776,0.16261038929224,1.34657714841887,"SINGLEBACK","3x1",17,"",NA,NA,NA,FALSE,"QB_SNEAK",0.740000009536743,NA,NA,NA,NA,NA,NA,NA,"0",TRUE,"INSIDE_RIGHT",NA,3,3,0.0200923122465611,-0.0200923122465611,0.766259806230664,FALSE,"SNEAK",NA,0,"Cover-1","Man"
2022100211,2256,"(7:30) D.Harris right guard to GB 31 for 14 yards (R.Ford).",3,2,5,"NE","GB","GB",45,"07:30",14,10,"N",65,0.763958280906081,0.236041719093919,3.19055036175996,"SINGLEBACK","3x1",12,"",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,"INSIDE_RIGHT",NA,14,14,-0.0228757243603468,0.0228757243603468,1.07723250996787,FALSE,"POWER",NA,0,"Cover 6-Left","Zone"
2022101601,1919,"(:42) (Shotgun) J.Brissett pass incomplete deep left to A.Cooper.",2,2,1,"CLE","NE","NE",29,"00:42",3,10,"N",81,0.4203916862607,0.5796083137393,3.67661974369548,"SHOTGUN","2x2",16,"I",29,115.37,53.56,FALSE,"TRADITIONAL",4.59999990463257,"INSIDE_BOX",2.769,2.76900005340576,NA,FALSE,FALSE,FALSE,"0",NA,NA,NA,0,0,-0.0136753357946873,0.0136753357946873,-0.414180604973808,TRUE,NA,NA,0,"Cover-1","Man"
2022091104,4469,"(1:06) J.Hurts up the middle to DET 39 for 1 yard (D.Barnes).",4,4,1,"PHI","DET","DET",40,"01:06",35,38,"N",70,0.0787626747041941,0.921237325295806,0.450372074497864,"I_FORM","2x1",3,"",NA,NA,NA,FALSE,"QB_SNEAK",0.980000019073486,NA,NA,NA,NA,NA,NA,NA,"0",TRUE,"INSIDE_RIGHT",NA,1,1,-0.0697122672572732,0.0697122672572732,1.60238606273197,FALSE,"SNEAK",NA,0,"Goal Line","Other"
